Order,Family,Species,Scientific_Name,massM,SDmassM,massF,SDmassF,lengthM,SDlengthM,lengthF,SDlengthF,n_M,n_F,n_Mlength,n_Flength,Comments,Source
Chiroptera,Vespertilionidae,Savi's pipistrelle,Hypsugo savii,7.31,0.5,8.3,1.33,3.415,0.15,3.457,0.059,25,13,25,13,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Chiroptera,Vespertilionidae,Dark woolly bat,Kerivoula furva,5.1,0.34,5.79,0.5,3.36,0.1,3.51,0.1,81,68,82,78,"Explicitly excluded pregnant females, forearm length used for body length.","Kuo, H. C. et al. A taxonomic revision of the Kerivoula hardwickii complex (Chiroptera: Vespertilionidae) with the description of a new species. Acta Chiropterologica 19, 19–39 (2017)."
Chiroptera,Vespertilionidae,Southern red bat,Lasiurus blossevillii,8.466666667,1.187233679,10.22222222,1.6414763,3.837,0.155,3.944,0.115,15,9,15,9,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Vespertilionidae,Chilean red bat,Lasiurus varius,11.4,2,11.7,1.8,10.54,0.53,10.58,0.52,23,4,23,4,,"Ossa, G., Díaz, M. M. & Barquez, R. M. Lasiurus varius (Chiroptera: Vespertilionidae). Mamm. Species 51, 119–127 (2019)."
Chiroptera,Vespertilionidae,Fea's tube-nosed bat,Murina feae,4.7,0.3,5.2,0.3,NA,NA,NA,NA,3,2,NA,NA,,"Soisook, P. Systematics, biogeography and echolocation of tube-nosed bats genus Murina (Chiroptera: Vespertilionidae) in Mainland Southeast Asia. (Prince of Songkla University, 2013)."
Chiroptera,Vespertilionidae,Murina guilleni,Murina guilleni guilleni,6.5,0.3,5.7,2.5,NA,NA,NA,NA,6,3,NA,NA,,"Soisook, P. et al. A review of the Murina cyclotis complex (Chiroptera: Vespertilionidae) with descriptions of a new species and subspecies. Acta Chiropterologica 15, 271–292 (2013)."
Chiroptera,Vespertilionidae,Peninsular tube-nosed bat,Murina peninsularis,7,0.9,9.7,1.1,NA,NA,NA,NA,23,19,NA,NA,,"Soisook, P. et al. A review of the Murina cyclotis complex (Chiroptera: Vespertilionidae) with descriptions of a new species and subspecies. Acta Chiropterologica 15, 271–292 (2013)."
Chiroptera,Vespertilionidae,Alcathoe bat,Myotis alcathoe,4.4,0.5,4.8,0.7,3.18,0.07,3.21,0.09,46,42,47,43,Body length is forearm length.,"Lucan, R., Benda, P., Reiter, A. & Zima, J. Reliability of field determination in three cryptic whiskered bats (Myotis alcathoe , M. mystacinus , M. brandtii) and basic biometric characters: evidence from the Czech Republic. Vespertilio 15, 55–62 (2011)."
Chiroptera,Vespertilionidae,Bechstein's bat,Myotis bechsteinii,9.089,0.761,10.725,2.182,4.2053,0.0881,4.1763,0.1487,37,8,37,8,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Bechstein's bat,Myotis bechsteinii,9.4,0.4,11.8,1,NA,NA,NA,NA,3,13,NA,NA,,"Siemers, B. M. & Swift, S. M. Differences in sensory ecology contribute to resource partitioning in the bats Myotis bechsteinii and Myotis nattereri (Chiroptera: Vespertilionidae). Behav. Ecol. Sociobiol. 59, 373–380 (2006)."
Chiroptera,Vespertilionidae,Brandt's myotis,Myotis brandtii,5.9,0.9,6.4,0.7,3.53,0.11,3.6,0.11,31,68,31,71,Forearm length used for body length.,"Lucan, R., Benda, P., Reiter, A. & Zima, J. Reliability of field determination in three cryptic whiskered bats (Myotis alcathoe , M. mystacinus , M. brandtii) and basic biometric characters: evidence from the Czech Republic. Vespertilio 15, 55–62 (2011)."
Chiroptera,Vespertilionidae,Brandt's myotis,Myotis brandtii,6.831,0.974,5.54,1.106,3.5628,0.1191,3.572,0.1632,29,5,29,5,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Myotis caucensis,Myotis caucensis,3.333333333,0.577350269,4.5,0.707106781,NA,NA,NA,NA,3,2,NA,NA,,"Ocampo, D. et al. Body mass data set for 1,317 bird and 270 mammal species from Colombia. Ecology 102, (2021)."
Chiroptera,Vespertilionidae,Chilean myotis,Myotis chiloensis,6.2,2.1,8,1,NA,NA,NA,NA,23,3,NA,NA,,"Ossa, G., & RodrÌguez-San Pedro, A. (2015). Myotis chiloensis (Chiroptera: Vespertilionidae).†Mammalian Species,†47(922), 51-56."
Chiroptera,Vespertilionidae,Pond bat,Myotis dasycneme,15.827,2.027,16.442,3.018,4.63,0.1022,4.63,0.12,28,12,28,12,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Daubenton's bat,Myotis daubentonii,7.907,1.133,9.776,1.909,3.7616,0.1183,3.8315,0.1052,291,92,291,92,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Daubenton's bat,Myotis daubentonii,7.19,0.83,7.67,1.17,NA,NA,NA,NA,114,33,NA,NA,"This study looked at body mass variation across seasons. Seasonal variation was found, with dimorphism reducing in late summer, though females were larger across the year.","Rughetti, M., & Toffoli, R. (2014). Sex-specific seasonal change in body mass in two species of vespertilionid bats.†Acta Chiropterologica,†16(1), 149-155."
Chiroptera,Vespertilionidae,Geoffroy's bat,Myotis emarginatus,7.893,0.701,10.14,1.944,3.8996,0.0981,4.0774,0.1026,159,34,159,34,"Forearm length in used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Geoffroy's bat,Myotis emarginatus,7.24,0.66,7.73,0.66,3.669,0.117,3.729,0.071,42,12,42,12,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Chiroptera,Vespertilionidae,Long-eared myotis,Myotis evotis,6.25,0.608276253,6.82,0.622253967,3.75,0.113485682,3.82,0.121255928,37,32,159,87,Converted SE to SD using SE=SD/sqrt(N). Forearm length used for body length. Excluded pregnant females.,"Solick, D. I. & Barclay, R. M. R. Morphological differences among western long-eared myotis (Myotis evotis) populations in different environments. J. Mammal. 87, 1020–1026 (2006)."
Chiroptera,Vespertilionidae,LaVal's myotis,Myotis lavali,4.49609375,2.253922685,5.053846154,1.030869685,3.4,0.17,3.46,0.0794,384,13,383,13,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Vespertilionidae,Eastern small-footed myotis,Myotis leibii,4.11,0.41,3.9,0.33,3.019,0.078,2.948,0.04,4,15,4,15,Body length is forearm length. Measurements wild-caught adults.,"Lacki, M. J. et al. Temporal changes in body mass and body condition of cave-hibernating bats during staging and swarming. J. Fish Wildl. Manag. 6, 360–370 (2015)."
Chiroptera,Vespertilionidae,Yellowish myotis,Myotis levis,5.6,0.57,6.18,0.5,3.9,0.095,3.96,0.08,50,24,NA,NA,Forearm lengths used for body length.,"Araujo, R. A., Amaro, B. D., Talamoni, S. A., & Godinho, H. P. (2013). Seasonal reproduction of yellowish Myotis, Myotis levis (Chiroptera: Vespertilionidae), from a Neotropical highland.†Journal of morphology,†274(11), 1230-1238."
Chiroptera,Vespertilionidae,Little brown bat,Myotis lucifugus,6.82,1.02,6.49,0.38,3.721,0.139,3.745,0.117,65,13,66,13,Body length is forearm length. Calculated means and SDs from raw data in supplementary materials.,"Lacki, M. J. et al. Temporal changes in body mass and body condition of cave-hibernating bats during staging and swarming. J. Fish Wildl. Manag. 6, 360–370 (2015)."
Chiroptera,Vespertilionidae,Greater mouse-eared bat,Myotis myotis,27.544,2.648,26.792,2.759,6.0567,0.2531,6.1508,0.1439,9,12,9,12,"Forearm length in cm. females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Whiskered bat,Myotis mystacinus,4.9,0.5,5.7,0.6,3.39,0.09,3.5,0.12,26,91,26,92,Forearm length used for body length.,"Lucan, R., Benda, P., Reiter, A. & Zima, J. Reliability of field determination in three cryptic whiskered bats (Myotis alcathoe , M. mystacinus , M. brandtii) and basic biometric characters: evidence from the Czech Republic. Vespertilio 15, 55–62 (2011)."
Chiroptera,Vespertilionidae,Whiskered bat,Myotis mystacinus,5.181,0.55,5.188,0.61,3.4358,0.1091,3.4312,0.1165,48,17,48,17,"Forearm length used for body length. females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Natterer's bat,Myotis nattereri,7.388,0.887,7.674,0.68,3.955,0.1086,4.0368,0.108,200,97,200,97,"Forearm length used for body length. females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Black myotis,Myotis nigricans,5.119827586,3.379020178,5.371710526,1.443111877,3.374,0.158,3.451,0.155,116,152,106,145,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Vespertilionidae,Riparian myotis,Myotis riparius,4.769230769,0.710362854,5.446428571,1.043066159,3.324,0.12,3.399,0.105,26,56,26,56,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Vespertilionidae,Red myotis,Myotis ruber,7.4,0.699205899,8.189655172,1.31212609,3.887,0.168,3.92,0.217,10,29,10,29,,"Gonçalves, F. et al. Atlantic Mammal Traits: a data set of morphological traits of mammals in the Atlantic Forest of South America. Ecology 99, 498 (2018)."
Chiroptera,Vespertilionidae,Northern long-eared bat,Myotis septentrionalis,5.62,0.64,5.92,1.03,3.548,0.132,3.595,0.104,333,97,330,97,Body length is forearm length. Measurements wild-caught adults.,"Lacki, M. J. et al. Temporal changes in body mass and body condition of cave-hibernating bats during staging and swarming. J. Fish Wildl. Manag. 6, 360–370 (2015)."
Chiroptera,Vespertilionidae,Indiana bat,Myotis sodalis,7.17,0.81,9.48,0.67,NA,NA,NA,NA,347,303,NA,NA,Used August 1990 sampling at the Ray's site because this is right before hibernation and was the site and year with the highest sample size.,"Johnson, S. A., Brack, V. & Rolley, R. E. Overwinter weight loss of Indiana bats (Myotis sodalis) from hibernacula subject to human visitation. Am. Midl. Nat. 139, 255–261 (1998)."
Chiroptera,Vespertilionidae,Indiana bat,Myotis sodalis,6.62,0.52,7.09,1.2,3.881,0.127,3.956,0.114,66,10,67,10,Body length is forearm length. Calculated means and SDs from raw data in supplementary materials.,"Lacki, M. J. et al. Temporal changes in body mass and body condition of cave-hibernating bats during staging and swarming. J. Fish Wildl. Manag. 6, 360–370 (2015)."
Chiroptera,Vespertilionidae,Cave Myotis,Myotis velifer,14.4,0.49,15.4,0.47,NA,NA,NA,NA,148,212,NA,NA,"Used the average of the month of October, the beginning of the hibernation period.","Caire, W. & Loucks, L. S. Loss in mass by hibernating cave myotis, Myotis velifer (Chiroptera: Vespertilionidae) in western Oklahoma. Southwest. Nat. 55, 323–330 (2010)."
Chiroptera,Vespertilionidae,Fish-eating myotis,Myotis vivesi,25.83,2.728204538,28.53,2.121320344,NA,NA,NA,NA,31,18,NA,NA,"Converted SE to SD using SE=SD/sqrt(N). Used only winter captures because it was noted that females captured in Dec., Oct., Feb., and Nov. did not show any external evidence of reproductive activity. Pregnant females were captured in April and lactating females in July.","Otálora-Ardila, A., Flores-Martínez, J. J., Rosales, C., Salame-Méndez, A. & Montalvo, L. G. H. Physiological and ecological correlates of the cellular and humoral innate immune responses in an insular desert bat: the fish-eating myotis (Myotis vivesi). Diversity 14, (2022)."
Chiroptera,Vespertilionidae,Lesser noctule,Nyctalus leisleri,14.37,2.16,14.9,1.38,4.3,0.093,4.301,0.142,5,5,NA,NA,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Chiroptera,Vespertilionidae,Common noctule,Nyctalus nyctalus,24.12,2.72,24.95,2.68,5.35,0.15,5.42,0.14,88,357,88,357,"Forearm length used for body length. Sampled in spring from their nest boxes, so all bats are post-hibernation. No bat was sampled more than once (they were pit-tagged upon first capture).","O’Mara, M. T. et al. Common noctule bats are sexually dimorphic in migratory behaviour and body size but not wing shape. PLoS One 11, e0167027 (2016)."
Chiroptera,Vespertilionidae,Tricolored bat,Perimyotis subflavus,5.02,0.95,5.46,1.06,3.387,0.114,3.478,0.096,401,139,404,139,Body length is forearm length. Calculated means and SDs from raw data in supplementary materials.,"Lacki, M. J. et al. Temporal changes in body mass and body condition of cave-hibernating bats during staging and swarming. J. Fish Wildl. Manag. 6, 360–370 (2015)."
Chiroptera,Vespertilionidae,Kuhl's pipistrelle,Pipistrellus kuhlii,5.37,0.83,6.53,0.28,3.299,0.17,3.373,0.189,5,3,NA,NA,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Chiroptera,Vespertilionidae,Common pipistrelle,Pipistrellus pipistrellus,4.894,0.446,5.48,0.584,3.1265,0.0694,3.2421,0.0901,50,61,50,61,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Common pipistrelle,Pipistrellus pipistrellus,4.62,0.45,4.99,0.67,3.052,0.076,3.143,0.089,21,13,NA,NA,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Chiroptera,Vespertilionidae,Brown long-eared bat,Plecotus auritus,7.719,0.666,8.28,1.398,3.8502,0.106,3.945,0.1075,43,10,43,10,"Forearm length used for body length. Females are not pregnant at this time, it is the mating season but sperm is stored and gestation only starts in spring after hibernation.","Jaap van Schaik, pers. comm."
Chiroptera,Vespertilionidae,Brown long-eared bat,Plecotus auritus,7.06,0.41,9.75,1.41,3.909,0.143,4.057,0.172,9,3,NA,NA,Forearm length used for body length.,"Toffoli, R., Culasso, P., Locatelli, A. G. & Giraudo, L. Bats of Alpi Marittime Nature Park (north west Italy) and site of community importance. Nat. Hist. Sci. 3, 3–13 (2016)."
Cingulata,Chlamyphoridae,Squealing Hairy Armadillo,Chaetophractus vellerosus,765,92,850,87,NA,NA,NA,NA,2,3,NA,NA,,"Seitz, V. P. & Puig, S. Aboveground activity, reproduction, body temperature and weight of armadillos (Xenarthra, Chlamyphoridae) according to atmospheric conditions in the central Monte (Argentina). Mamm. Biol. 88, 43–51 (2018)."
Cingulata,Chlamyphoridae,Big hairy armadillo,Chaetophractus villosus,2387,375,2507,406,NA,NA,NA,NA,4,7,NA,NA,,"Seitz, V. P. & Puig, S. Aboveground activity, reproduction, body temperature and weight of armadillos (Xenarthra, Chlamyphoridae) according to atmospheric conditions in the central Monte (Argentina). Mamm. Biol. 88, 43–51 (2018)."
Cingulata,Chlamyphoridae,Giant armadillo,Priodontes maximus,34690,2270,31680,1780,139.19,4.36,133,4.71,9,9,9,9,Used total body length measured ventrally.,"Desbiez, A. L. J., Massocato, G. F., Kluyber, D., Luba, C. D. N. & Attias, N. How giant are giant armadillos? The morphometry of giant armadillos (Priodontes maximus Kerr, 1792) in the Pantanal of Brazil. Mamm. Biol. 95, 9–14 (2019)."
Cingulata,Chlamyphoridae,Pichi,Zaedyus pichiy,954,269,1147,330,NA,NA,NA,NA,30,21,NA,NA,Intraseasonal variation found in body size.,"Seitz, V. P. & Puig, S. Aboveground activity, reproduction, body temperature and weight of armadillos (Xenarthra, Chlamyphoridae) according to atmospheric conditions in the central Monte (Argentina). Mamm. Biol. 88, 43–51 (2018)."
Cingulata,Dasypodidae,Nine-banded armadillo,Dasypus novemcinctus,4557.1,696.2,4428.5,706.3,NA,NA,NA,NA,11,13,NA,NA,,"Tague, R. G. Pelvic sexual dimorphism among species monomorphic in body size: Relationship to relative newborn body mass. J. Mammal. 97, 503–517 (2016)."
